Datetime,tweet,Location ,tokens,cluster,topic_name,tweetStop,Polarity,Classification,hospital_name,Latitude,Longitude
2020-08-29 19:11:57+00:00,The #BlackPanther is actually one of the superheroes painted on the wall of the children's oncology ward at LUTH. When nobody even knew he was battling cancer himself. He's there for inspiration to keep fighting! #ChadwickBoseman is a real life hero! I REALLY HATE CANCER! https://t.co/yz7Ej6Z9Db,"8.6753Â° N, 9.0810Â° E, 200km","['actually', 'superheroes', 'paint', 'wall', 'children', 'oncology', 'ward', 'luth', 'know', 'battle', 'cancer', 'inspiration', 'fight', 'real', 'life', 'hero', 'hate', 'cancer']",9,High mortality rates due to inadequate healthcare services,#blackpanther actually one superheroes painted wall children'oncology ward luth. nobody even knew battling cancer . 'inspiration keep fighting! #chadwickboseman real life hero! really hate cancer! https://.co/yz7ej6z9db,-0.25,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-08-15 16:43:51+00:00,"@Mikaridaa @RosemaryOcheze Some Drs working in public hospital are MAD,pray you don't have a reason to be in LUTHðŸ˜”","8.6753Â° N, 9.0810Â° E, 200km","['drs', 'work', 'public', 'hospital', 'mad', 'pray', 'reason', 'luth']",2,Hospital bed space and patient capacity,"@mikaridaa @rosemaryocheze drs working public hospital mad,pray 'reason luthðŸ˜”",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-08-08 11:26:44+00:00,People that can't provide basics as simple as bed spread and curtains are the ones you are asking to paint building? Bros abeg make we no reason LUTH matter,"8.6753Â° N, 9.0810Â° E, 200km","['people', 'provide', 'basics', 'simple', 'bed', 'spread', 'curtain', 'ones', 'ask', 'paint', 'build', 'bros', 'abeg', 'reason', 'luth', 'matter']",9,High mortality rates due to inadequate healthcare services,people 'provide basics simple bed spread curtains ones asking paint building? bros abeg make reason luth matter,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-07-26 02:33:51+00:00,"@17_xcx We were called around 1am, rushed from Mushin to Ajah that night, we had to take him out of Doreen hospital, got to LUTH at 6am, had to take him away from LUTH cos ""there was no ventilator"" long and short, he died 6 days after, in Coma. Nigeria will kill you! I hate this country","8.6753Â° N, 9.0810Â° E, 200km","['xcx', 'call', 'rush', 'mushin', 'ajah', 'night', 'doreen', 'hospital', 'get', 'luth', 'away', 'luth', 'cos', 'ventilator', 'long', 'short', 'die', 'days', 'coma', 'nigeria', 'kill', 'hate', 'country']",1,Medical professionals and patient outcomes,"@17_xcx called around 1am, rushed mushin ajah night, take doreen hospital, got luth 6am, take away luth cos ""ventilator"" long short, died 6 days , coma. nigeria kill ! hate country",-0.24375,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-07-14 17:27:49+00:00,This Luth and Sickle cell center ahnn I feel they are very irresponsible The unnecessary traffic caused by pot holes infront of their facilities can never allow an emergency survive a second chance in life ðŸ˜¡,"8.6753Â° N, 9.0810Â° E, 200km","['luth', 'sickle', 'cell', 'center', 'ahnn', 'feel', 'irresponsible', 'unnecessary', 'traffic', 'cause', 'pot', 'hole', 'infront', 'facilities', 'allow', 'emergency', 'survive', 'second', 'chance', 'life']",3,General health concerns and issues,luth sickle cell center ahnn feel irresponsible unnecessary traffic caused pot holes infront facilities never allow emergency survive second chance life ðŸ˜¡,-0.16666666666667,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-07-02 00:21:52+00:00,You will be killing Mosquitoes biting you beside edges place where dey keep those plastic chairs yet you will not stop... You just have to finish ðŸ˜­.. LUTH is a world on it's own,"8.6753Â° N, 9.0810Â° E, 200km","['kill', 'mosquitoes', 'bite', 'edge', 'place', 'dey', 'plastic', 'chair', 'stop', 'finish', 'luth', 'world']",3,General health concerns and issues,killing mosquitoes biting beside edges place dey keep plastic chairs yet stop... finish ðŸ˜­.. luth world ',0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-06-28 18:08:46+00:00,"One of my cousins, Prince, went to work on Tuesday. On his way back he collapsed and was taken to hospital. 3 hospitals rejected him including LUTH. He died on Wednesday and was buried on Thursday due to Covid19. He would've been 30 that Thursday May his soul rest in peace. Amen!","8.6753Â° N, 9.0810Â° E, 200km","['cousins', 'prince', 'go', 'work', 'tuesday', 'way', 'collapse', 'take', 'hospital', 'hospitals', 'reject', 'include', 'luth', 'die', 'wednesday', 'bury', 'thursday', 'covid', 'thursday', 'soul', 'rest', 'peace', 'amen']",1,Medical professionals and patient outcomes,"one cousins, prince, went work tuesday. way back collapsed taken hospital. 3 hospitals rejected including luth. died wednesday buried thursday due covid19. would'30 thursday may soul rest peace. amen!",-0.078125,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-06-22 19:44:52+00:00,@KLAYCH33 Could u believe that at Luth idi araba ...they are paying people 10k to act as covid 19 patients ???,"8.6753Â° N, 9.0810Â° E, 200km","['believe', 'luth', 'idi', 'araba', 'pay', 'people', 'act', 'covid', 'patients']",0,Hospital facilities and services,@klaych33 could u believe luth idi araba ...paying people 10k act covid 19 patients ???,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-05-30 17:25:41+00:00,@trolls_queen @IsmailIbnYussuf @ade_north @the_davidatta By the way... The NSIA-LUTH cancer center is only a clinic. They don't have facilities for patients to be on admission.,"8.6753Â° N, 9.0810Â° E, 200km","['way', 'nsia', 'luth', 'cancer', 'center', 'clinic', 'facilities', 'patients', 'admission']",1,Medical professionals and patient outcomes,@trolls_queen @ismailibnyussuf @ade_north @the_davidatta way... nsia-luth cancer center clinic. 'facilities patients admission.,-0.1,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-05-30 10:22:42+00:00,"@trolls_queen Mum is doing fantastically well, and with God on our side, her follow up checks has been very good. She's a cancer survivor!!!! Thank you NSIA/LUTHðŸ™","8.6753Â° N, 9.0810Â° E, 200km","['mum', 'fantastically', 'god', 'follow', 'check', 'good', 'cancer', 'survivor', 'thank', 'nsia', 'luth']",9,High mortality rates due to inadequate healthcare services,"@trolls_queen mum fantastically well, god side, follow checks good. 'cancer survivor!!!! thank nsia/luthðŸ™",1.0,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-05-27 06:44:14+00:00,"@MobilePunch 95% of those stupid govt hospital nurses&amp;doctors r not humans. They actually hv little or no business been in d business of saving lives. Much later, I will do a trend on my experience in LUTH btw April 17th, 2020 to May 17th, 2020 that I finally lost my dearly loved 7months son","8.6753Â° N, 9.0810Â° E, 200km","['stupid', 'govt', 'hospital', 'nurse', 'amp', 'doctor', 'humans', 'actually', 'little', 'business', 'business', 'save', 'live', 'later', 'trend', 'experience', 'luth', 'btw', 'april', 'finally', 'lose', 'dearly', 'love', 'months']",1,Medical professionals and patient outcomes,"@mobilepunch 95% stupid govt hospital nurses&amp;doctors r humans. actually hv little business business saving lives. much later, trend experience luth btw april 17th, 2020 may 17th, 2020 finally lost dearly loved 7months son",-0.0575,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-05-26 08:31:11+00:00,"@oyatibi @AstonEmmanuella All the way from LUTH, LASUTH, General Hospital isolo until one way or the other marina could finally take her but it was late she had lost a lot of oxygen, they could afford the fee oh, itâ€™s way more than affordable healthcare","8.6753Â° N, 9.0810Â° E, 200km","['way', 'luth', 'lasuth', 'general', 'hospital', 'isolo', 'way', 'marina', 'finally', 'late', 'lose', 'lot', 'oxygen', 'afford', 'fee', 'way', 'affordable', 'healthcare']",1,Medical professionals and patient outcomes,"@oyatibi @astonemmanuella way luth, lasuth, general hospital isolo one way marina could finally take late lost lot oxygen, could afford fee oh, â€™way affordable healthcare",-0.083333333333333,Dissatisfied,lasuth,6.5896612,3.3421976
2020-05-09 11:02:49+00:00,My relation has been on oxygen inside an ambu that rushed him to LUTH since morning. They req he do tests but no body is willing to collect his samples. Pse help me escalate this sitn b4 he dies especially now that Ambulance s threatning to evacuate him. @Mazigburugburu1 @Tutsy22,"8.6753Â° N, 9.0810Â° E, 200km","['relation', 'oxygen', 'inside', 'ambu', 'rush', 'luth', 'morning', 'req', 'test', 'body', 'will', 'collect', 'sample', 'pse', 'help', 'escalate', 'sitn', 'die', 'especially', 'ambulance', 'threatning', 'evacuate']",5,Assistance and emergency services,relation oxygen inside ambu rushed luth since morning. req tests body willing collect samples. pse help escalate sitn b4 dies especially ambulance threatning evacuate . @mazigburugburu1 @tutsy22,0.125,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-05-03 10:27:39+00:00,@tommyopeters Guy I can relate. I don experience am. Infact I removed a tooth in 2017. I was forced to visit the medical centre so they could refer me to Luth. I go Luth thinking make dem comot the goddamn tooth na so the students first use me do research I wan die that day. Had to return.,"8.6753Â° N, 9.0810Â° E, 200km","['guy', 'relate', 'experience', 'infact', 'remove', 'tooth', 'force', 'visit', 'medical', 'centre', 'refer', 'luth', 'luth', 'think', 'dem', 'comot', 'goddamn', 'tooth', 'students', 'use', 'research', 'wan', 'die', 'day', 'return']",2,Hospital bed space and patient capacity,@tommyopeters guy relate. experience . infact removed tooth 2017. forced visit medical centre could refer luth. go luth thinking make dem comot goddamn tooth na students first use research wan die day. return.,-0.0625,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-04-25 08:21:41+00:00,"@The_DOLAPO Luth , Ikeja and another ...he is on his way to gbagada ...didn't even remember there , cos he was in luth till 11pm to my knowledge, they said they can't admit her cos of high temperature","8.6753Â° N, 9.0810Â° E, 200km","['luth', 'ikeja', 'way', 'gbagada', 'remember', 'cos', 'luth', 'till', 'knowledge', 'say', 'admit', 'cos', 'high', 'temperature']",1,Medical professionals and patient outcomes,"@the_dolapo luth , ikeja another ...way gbagada ...'even remember , cos luth till 11pm knowledge, said 'admit cos high temperature",0.16,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-04-21 09:36:50+00:00,"Someone said they are owing LUTH doctors 6 months salary,  and another person said it's not new,  it's common practice to owe.. This is not the time to owe these medical people. Plz pay them","8.6753Â° N, 9.0810Â° E, 200km","['say', 'owe', 'luth', 'doctor', 'months', 'salary', 'person', 'say', 'new', 'common', 'practice', 'owe', 'time', 'owe', 'medical', 'people', 'plz', 'pay']",1,Medical professionals and patient outcomes,"someone said owing luth doctors 6 months salary, another person said 'new, 'common practice owe.. time owe medical people. plz pay ",-0.054545454545455,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-04-21 09:31:46+00:00,We are talking about LUTH now but what's up with the hazard allowance of our medical workers or is the Minister of health not still aware of it.. Our medical workers deserve all the best treatment they can get NOW.,"8.6753Â° N, 9.0810Â° E, 200km","['talk', 'luth', 'hazard', 'allowance', 'medical', 'workers', 'minister', 'health', 'aware', 'medical', 'workers', 'deserve', 'best', 'treatment']",1,Medical professionals and patient outcomes,talking luth 'hazard allowance medical workers minister health still aware .. medical workers deserve best treatment get .,0.3125,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-04-21 09:18:13+00:00,"@DrOlufunmilayo @Eion7 I think this issue of non-payment of doctors is not just applicable to LUTH alone. My sister's hubby in one of the teaching hospitals in Akure also, is experiencing same fate. They stayed over 8 months without salary.","8.6753Â° N, 9.0810Â° E, 200km","['think', 'issue', 'non', 'payment', 'doctor', 'applicable', 'luth', 'sister', 'hubby', 'teach', 'hospitals', 'akure', 'experience', 'fate', 'stay', 'months', 'salary']",1,Medical professionals and patient outcomes,"@drolufunmilayo @eion7 think issue non-payment doctors applicable luth alone. sister'hubby one teaching hospitals akure also, experiencing fate. stayed 8 months without salary.",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-04-19 18:45:55+00:00,LUTH SUCCESSFULLY DELIVERED A 68-YEAR OLD WOMAN OF A TWINLUTH has successfully delivered a 68-year old primigravida (pregnant for the first time) with twin (a male and a female) gestation (pregnancy) following an IVF conception. She was delivered,"8.6753Â° N, 9.0810Â° E, 200km","['luth', 'successfully', 'deliver', 'year', 'old', 'woman', 'twinluth', 'successfully', 'deliver', 'year', 'old', 'primigravida', 'pregnant', 'time', 'twin', 'male', 'female', 'gestation', 'pregnancy', 'follow', 'ivf', 'conception', 'deliver']",2,Hospital bed space and patient capacity,luth successfully delivered 68-year old woman twinluth successfully delivered 68-year old primigravida (pregnant first time) twin (male female) gestation (pregnancy) following ivf conception. delivered,0.2537037037037,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-04-16 11:54:29+00:00,"We need more doctors in Nigeria,a military police man in my estate just died now because all the doctors in LUTH are focused on covid-19,he had a bike accident on Tuesday but didnâ€™t get any proper medical attentn and he passed on 2day because there was no doctor to attend to him.","8.6753Â° N, 9.0810Â° E, 200km","['need', 'doctor', 'nigeria', 'military', 'police', 'man', 'estate', 'die', 'doctor', 'luth', 'focus', 'covid', 'bike', 'accident', 'tuesday', 'proper', 'medical', 'attentn', 'pass', 'day', 'doctor', 'attend']",1,Medical professionals and patient outcomes,"need doctors nigeria,military police man estate died doctors luth focused covid-19,bike accident tuesday â€™get proper medical attentn passed 2day doctor attend .",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-04-10 12:58:27+00:00,was once at LUTH. A friendâ€™s baby needed UV light for Jaundice treatment. They ran multiple tests on the baby with the father running up and down different labs that are not at close proximity. At a point flies where perching on the baby coz the nets were torn. It was an eyesore,"8.6753Â° N, 9.0810Â° E, 200km","['luth', 'friend', 'baby', 'need', 'light', 'jaundice', 'treatment', 'run', 'multiple', 'test', 'baby', 'father', 'run', 'different', 'labs', 'close', 'proximity', 'point', 'fly', 'perch', 'baby', 'coz', 'net', 'tear', 'eyesore']",0,Hospital facilities and services,luth. friendâ€™baby needed uv light jaundice treatment. ran multiple tests baby father running different labs close proximity. point flies perching baby coz nets torn. eyesore,0.13333333333333,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-04-05 12:18:04+00:00,This nurse that works at LUTH just Said Lagos State Government likes taking pictures than to actually put somethings in place. She said Glove Of 1400 before is now 4000 and that they donâ€™t have equipment to even work with .Na so so Pictures we dey see on social media .,"8.6753Â° N, 9.0810Â° E, 200km","['nurse', 'work', 'luth', 'say', 'lagos', 'state', 'government', 'like', 'take', 'picture', 'actually', 'somethings', 'place', 'say', 'glove', 'equipment', 'work', 'picture', 'dey', 'social', 'media']",0,Hospital facilities and services,nurse works luth said lagos state government likes taking pictures actually put somethings place. said glove 1400 4000 â€™equipment even work .na pictures dey see social media .,0.016666666666667,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-04-03 20:13:45+00:00,"@MobilePunch ""..when the patient arrived at LUTH on Thurs night, he was sent to the â€œspillover unitâ€ because the hospital had run out of bed spacesIs it impossible to convert certain spaces to temporary units for patients? Why must having bedspaces always be challenging?ðŸ¤”""","8.6753Â° N, 9.0810Â° E, 200km","['patient', 'arrive', 'luth', 'thurs', 'night', 'send', 'spillover', 'unit', 'hospital', 'run', 'bed', 'spacesis', 'impossible', 'convert', 'certain', 'space', 'temporary', 'units', 'patients', 'have', 'bedspaces', 'challenge']",2,Hospital bed space and patient capacity,"@mobilepunch ""..patient arrived luth thurs night, sent â€œspillover unitâ€ hospital run bed spacesis impossible convert certain spaces temporary units patients? must bedspaces always challenging?ðŸ¤”""",-0.22619047619048,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-03-28 05:23:02+00:00,@SheffyFrosh patientâ€™s are been sent out of yaba hospital and Luth because of out numbered bed spaces . From a reliable source,"8.6753Â° N, 9.0810Â° E, 200km","['patient', 'send', 'yaba', 'hospital', 'luth', 'number', 'bed', 'space', 'reliable', 'source']",2,Hospital bed space and patient capacity,@sheffyfrosh patientâ€™sent yaba hospital luth numbered bed spaces . reliable source,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-03-27 21:40:28+00:00,"@Officialpsticks @umar_ayotunde @Alex_Houseof308 @waxzyy_ @papaya_ex @pengmanmodel Fuck the helplines, they are not picking any calls. This fight Is in GOD'S hands. Only him can save us. Imagine @sydney_talker was displaying symptoms of COVID19 and called a helpline and no one picked his call. He was still drove down to LUTH and they refused testing him becos..","8.6753Â° N, 9.0810Â° E, 200km","['fuck', 'helplines', 'pick', 'call', 'fight', 'god', 'hand', 'save', 'imagine', 'display', 'symptoms', 'covid', 'call', 'helpline', 'pick', 'drive', 'luth', 'refuse', 'test', 'becos']",0,Hospital facilities and services,"@officialpsticks @umar_ayotunde @alex_houseof308 @waxzyy_ @papaya_ex @pengmanmodel fuck helplines, picking calls. fight god'hands. save us. imagine @sydney_talker displaying symptoms covid19 called helpline one picked call. still drove luth refused testing becos..",-0.4,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-03-27 20:35:29+00:00,@sydney_talker LUTH will attend to you from afar asin tell you to wait outside till a doctor comes down to see you outside the entrance gate. My neighbour almost lost her life with this reckless behaviour of theirs.,"8.6753Â° N, 9.0810Â° E, 200km]","['luth', 'attend', 'afar', 'asin', 'tell', 'wait', 'outside', 'till', 'doctor', 'come', 'outside', 'entrance', 'gate', 'neighbour', 'lose', 'life', 'reckless', 'behaviour', 'theirs']",2,Hospital bed space and patient capacity,@sydney_talker luth attend afar asin tell wait outside till doctor comes see outside entrance gate. neighbour almost lost life reckless behaviour .,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-03-25 18:57:58+00:00,"My mum works with LUTh idi Araba I know what sheâ€™s facing working in an environment thatâ€™s not palatable, no enough equipments to work with talk less of their pay","8.6753Â° N, 9.0810Â° E, 200km","['mum', 'work', 'luth', 'idi', 'araba', 'know', 'face', 'work', 'environment', 'palatable', 'equipments', 'work', 'talk', 'pay']",0,Hospital facilities and services,"mum works luth idi araba know â€™facing working environment â€™palatable, enough equipments work talk less pay",-0.083333333333333,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-03-19 21:45:54+00:00,""" there's no surgeon/specialist on duty and the surgeon would resume very late the next day"", We were then directed to Luth Idiaraba. At LUTH, we had to be a little violent before we were allowed into the Accident&amp;Emergency ward. We paid for trolley, liquid soap and about 50k....","8.6753Â° N, 9.0810Â° E, 200km","['surgeon', 'specialist', 'duty', 'surgeon', 'resume', 'late', 'day', 'direct', 'luth', 'idiaraba', 'luth', 'little', 'violent', 'allow', 'accident', 'amp', 'emergency', 'ward', 'pay', 'trolley', 'liquid', 'soap']",1,Medical professionals and patient outcomes,""" 'surgeon/specialist duty surgeon would resume late next day"", directed luth idiaraba. luth, little violent allowed accident&amp;emergency ward. paid trolley, liquid soap 50k....",-0.321875,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-03-05 19:01:20+00:00,We go downstairs... Fan is 11k. 11k to buy fan. Luth oo. Lagos University Teaching Hospital. No fan in Ward E5. Patients buy their own fans to be comfortable. This country is mad and we are all mad in it.,"8.6753Â° N, 9.0810Â° E, 200km","['downstairs', 'fan', 'buy', 'fan', 'luth', 'lagos', 'university', 'teach', 'hospital', 'fan', 'ward', 'patients', 'buy', 'fan', 'comfortable', 'country', 'mad', 'mad']",8,Hospital staff and equipment,go downstairs... fan 11k. 11k buy fan. luth oo. lagos university teaching hospital. fan ward e5. patients buy fans comfortable. country mad mad .,-0.28333333333333,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-03-05 17:53:09+00:00,Luth doesn't have fans for patients in their wards.... Individuals have to buy fans or get someone to be fanning them... See eh our health care system is shit in this country.,"8.6753Â° N, 9.0810Â° E, 200km","['luth', 'fan', 'patients', 'ward', 'individuals', 'buy', 'fan', 'fan', 'health', 'care', 'shit', 'country']",8,Hospital staff and equipment,luth 'fans patients wards.... individuals buy fans get someone fanning ... see eh health care system shit country.,-0.2,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-03-05 14:27:54+00:00,I used the restroom at LUTH just after the cleaning lady cleaned it and it was surprisingly cleaned properly. I was going to leave raving reviews but the woman was spewing some expletives in yoruba because my shoes left its prints on the floorðŸ™„,"8.6753Â° N, 9.0810Â° E, 200km","['restroom', 'luth', 'clean', 'lady', 'clean', 'surprisingly', 'clean', 'properly', 'go', 'leave', 'rave', 'review', 'woman', 'spew', 'expletives', 'yoruba', 'shoe', 'leave', 'print', 'floor']",2,Hospital bed space and patient capacity,used restroom luth cleaning lady cleaned surprisingly cleaned properly. going leave raving reviews woman spewing expletives yoruba shoes left prints floorðŸ™„,0.23333333333333,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-02-28 10:16:47+00:00,"@LoloNefertiti Imagine Luth the way it used to be.Patients lying around, coughing and retching and bleeding all over the place, the cleaners spreading the mess with their mop in the name of cleaning.Nurses, doctors and students troop in and out for rounds.And then everyone goes home.","8.6753Â° N, 9.0810Â° E, 200km","['imagine', 'luth', 'way', 'patients', 'lie', 'cough', 'retch', 'bleed', 'place', 'cleaners', 'spread', 'mess', 'mop', 'clean', 'nurse', 'doctor', 'students', 'troop', 'round', 'go', 'home']",2,Hospital bed space and patient capacity,"@lolonefertiti imagine luth way used .patients lying around, coughing retching bleeding place, cleaners spreading mess mop name cleaning.nurses, doctors students troop rounds.everyone goes home.",-0.175,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2019-12-04 13:23:14+00:00,Was it not this same Luth they stabbed a serving doctor? About 4months ago? #Moradeun #justiceformoradeun . Youth are dying everyday. Dreams are being buried. Darkeness has befallen Nigeria. The government needs to act. It could be me or you tomorrow. Enough is enough ðŸ˜“,"8.6753Â° N, 9.0810Â° E, 200km","['luth', 'stab', 'serve', 'doctor', 'months', 'ago', 'youth', 'die', 'everyday', 'dream', 'bury', 'darken', 'befall', 'nigeria', 'government', 'need', 'act', 'tomorrow']",1,Medical professionals and patient outcomes,luth stabbed serving doctor? 4months ago? #moradeun #justiceformoradeun . youth dying everyday. dreams buried. darkeness befallen nigeria. government needs act. could tomorrow. enough enough ðŸ˜“,-0.066666666666667,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2019-11-04 19:32:42+00:00,"@DrOlufunmilayo I've been in such situation before,went to 3 big pharmacies and they didn't see what the doctor prescribed. My dad had to wait for his next appointment in luth for clarification.","8.6753Â° N, 9.0810Â° E, 200km","['situation', 'go', 'big', 'pharmacies', 'doctor', 'prescribe', 'dad', 'wait', 'appointment', 'luth', 'clarification']",2,Hospital bed space and patient capacity,"@drolufunmilayo 'situation ,went 3 big pharmacies 'see doctor prescribed. dad wait next appointment luth clarification.",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2019-03-05 09:37:30+00:00,@fimiletoks The fact remains that majority of the people who need LUTH can't afford 4000 per night for bed space minus consumables and investigations.,"8.6753Â° N, 9.0810Â° E, 200km","['fact', 'remain', 'majority', 'people', 'need', 'luth', 'afford', 'night', 'bed', 'space', 'minus', 'consumables', 'investigations']",2,Hospital bed space and patient capacity,@fimiletoks fact remains majority people need luth 'afford 4000 per night bed space minus consumables investigations.,-0.1,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2019-01-02 16:15:56+00:00,"@4eyednerd @AbimbolaSojimi We have a culture of corruption yes But does that excuse frank maladministration? Infrastructural decay, low bed days, poor surgery outcomes When you were in luth, when last did you see an update on admission rates, bed utilization and infection rates","8.6753Â° N, 9.0810Â° E, 200km","['eyednerd', 'culture', 'corruption', 'yes', 'excuse', 'frank', 'infrastructural', 'decay', 'low', 'bed', 'days', 'poor', 'surgery', 'outcomes', 'luth', 'update', 'admission', 'rat', 'bed', 'utilization', 'infection', 'rat']",9,High mortality rates due to inadequate healthcare services,"@4eyednerd @abimbolasojimi culture corruption yes excuse frank maladministration? infrastructural decay, low bed days, poor surgery outcomes luth, last see update admission rates, bed utilization infection rates",-0.1125,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2018-11-07 13:47:15+00:00,"According to LUTH, they attend to about 2000 outpatients and 120 new emergencies, and 50 new admissions per day! This means that the beds may never be adequate to handle this daily crowd. #FixNaijaHealthCare @tvcnewsng @Doctors_quarter @aproko_doctor","8.6753Â° N, 9.0810Â° E, 200km","['accord', 'luth', 'attend', 'outpatients', 'new', 'emergencies', 'new', 'admissions', 'day', 'mean', 'bed', 'adequate', 'handle', 'daily', 'crowd']",1,Medical professionals and patient outcomes,"according luth, attend 2000 outpatients 120 new emergencies, 50 new admissions per day! means beds may never adequate handle daily crowd. #fixnaijahealthcare @tvcnewsng @doctors_quarter @aproko_doctor",0.035037878787879,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2018-11-06 08:28:28+00:00,"@TVCconnect a member of our church died 2 weeks ago cos of this same reasons, #nobed  in table and.we were referred to LUTH, for 3 hours no bed, until he was going  out of Hand, and he was treated in the car for over 6hours #yourviewTVC","8.6753Â° N, 9.0810Â° E, 200km","['member', 'church', 'die', 'weeks', 'ago', 'cos', 'reason', 'table', 'refer', 'luth', 'hours', 'bed', 'go', 'hand', 'treat', 'car', 'hours']",1,Medical professionals and patient outcomes,"@tvcconnect member church died 2 weeks ago cos reasons, #nobed table .referred luth, 3 hours bed, going hand, treated car 6hours #yourviewtvc",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2018-11-04 18:59:34+00:00,"While in LUTH, I donâ€™t remember seeing anything other than lack of bed space on LASUTH referrals. And I donâ€™t remember any patient being referred out of LUTH. No one is blaming anyone. The system isnâ€™t excellent.","8.6753Â° N, 9.0810Â° E, 200km","['luth', 'remember', 'see', 'lack', 'bed', 'space', 'lasuth', 'referrals', 'remember', 'patient', 'refer', 'luth', 'blame', 'isn', 'excellent']",2,Hospital bed space and patient capacity,"luth, â€™remember seeing anything lack bed space lasuth referrals. â€™remember patient referred luth. one blaming anyone. system â€™excellent.",1.0,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2018-11-04 11:33:01+00:00,From the look of things if u are gonna be admitted in Luth pls take your bed along no more beds ðŸ™„,"8.6753Â° N, 9.0810Â° E, 200km","['look', 'things', 'gonna', 'admit', 'luth', 'pls', 'bed', 'bed']",2,Hospital bed space and patient capacity,look things u gonna admitted luth pls take bed along beds ðŸ™„,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2018-11-04 10:36:33+00:00,"I remember July last year, my father had a number of seizures in front of LUTHâ€™s accident and emergency and they kept saying â€œno bedâ€. It took me kneeling, screaming, crying and begging a particular doctor before they allowed my dad inside and finally got him a bed.","8.6753Â° N, 9.0810Â° E, 200km","['remember', 'july', 'year', 'father', 'number', 'seizures', 'luth', 'accident', 'emergency', 'keep', 'say', 'bed', 'take', 'kneel', 'scream', 'cry', 'beg', 'particular', 'doctor', 'allow', 'dad', 'inside', 'finally', 'get', 'bed']",2,Hospital bed space and patient capacity,"remember july last year, father number seizures front luthâ€™accident emergency kept saying â€œbedâ€. took kneeling, screaming, crying begging particular doctor allowed dad inside finally got bed.",-0.016666666666667,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
